Name,URL,Folder,Date Added
EBooks/Machine learning (dawood sir)/Duda-problemsolutions.pdf at master · arpitn30/EBooks,https://github.com/arpitn30/EBooks/blob/master/Machine%20learning%20(dawood%20sir)/Duda-problemsolutions.pdf,OTHER > Other Bookmarks,13389723471325834
Top 2025 U.S. Entry Level Jobs for New Grad | Hourly Update,https://www.newgrad-jobs.com/,OTHER > Other Bookmarks,13389724277594675
Index of /~sweiss/course_materials/csci493.65/lecture_notes,https://www.cs.hunter.cuny.edu/~sweiss/course_materials/csci493.65/lecture_notes/,OTHER > Other Bookmarks,13389827838988651
202-07 プロジェクト　Spring 2025.pdf,https://brightspace.cuny.edu/content/enforced/661718-HTR01_JPN_20200_1252_9923/202-07%20%E3%83%95%E3%82%9A%E3%83%AD%E3%82%B7%E3%82%99%E3%82%A7%E3%82%AF%E3%83%88%E3%80%80Spring%202025.pdf?ou=661718,OTHER > Other Bookmarks,13389979736046218
Genki Japanese Textbook Volume 1 Notes (Chapters 1-12),https://lite.evernote.com/note/74dd0839-b203-481b-ac99-df5047df5306,OTHER > Other Bookmarks,13389982727283481
AmbassCo Content Tracking - Report,https://www.figma.com/proto/ehxohVqUmKUqzem1KV7BM0/AmbassCo-Content-Tracking?page-id=835%3A7833&node-id=1449-6441&viewport=473%2C-769%2C0.1&t=a1qvrmeWzmScADhm-1&scaling=min-zoom&content-scaling=fixed&starting-point-node-id=1449%3A2006,OTHER > Other Bookmarks,13390165787638463
Payment - Hampton Inn & Suites Orlando Intl Dr N,https://www.hilton.com/en/book/reservation/payment/,OTHER > Other Bookmarks,13390194937706673
"425 Wythe Ave Unit 3FL, Brooklyn, NY 11249 | Apartments.com",https://www.apartments.com/furnished-room-not-apartment-brooklyn-ny-unit-3fl/thffd99/,OTHER > Other Bookmarks,13390345868772950
"162 N 12th St Unit 15b, Brooklyn, NY 11211 | Apartments.com",https://www.apartments.com/162-n-12th-st-brooklyn-ny-unit-15b/j61xmr4/,OTHER > Other Bookmarks,13390346164261036
Patterns.dev,https://www.patterns.dev/#patterns,OTHER > Other Bookmarks,13390351182286893
Prefetch,https://www.patterns.dev/vanilla/prefetch/,OTHER > Other Bookmarks,13390356186901573
(580) Stanford CS336 Language Modeling from Scratch | Spring 2025 | Overview and Tokenization - YouTube,https://www.youtube.com/watch?v=Rvppog1HZJY,OTHER > Other Bookmarks,13390356190823943
"Apache Solr Tutorial: What Is, How It Works & What Is It Used For","https://sematext.com/guides/solr/#:~:text=Similarly%2C%20the%20Solr%20index%20is,fields%20to%20index%20a%20document.",OTHER > Other Bookmarks,13390366892702555
Apache ActiveMQ,http://feeltiptop.com:8161/admin/tiptop,OTHER > Other Bookmarks,13390509052282799
Meta Career Day: Virtual Learning Series 2025,https://events.atmeta.com/metacareerdayvirtuallearningse/agenda?utm_campaign=everyonesocial&es_id=a5205dd433&_bhlid=9cfae8419f5cfd4ab742b7866437b819421b9cc2,OTHER > Other Bookmarks,13390883524654822
JSON Crack | Transform your data into interactive graphs,https://jsoncrack.com/,OTHER > Other Bookmarks,13391122904849790
Datadog | Onsite | 2024- Discuss - LeetCode,https://leetcode.com/discuss/post/5136121/datadog-onsite-2024-by-anonymous_user-tnv0/,OTHER > Other Bookmarks,13391653407396544
(1) Post | Feed | LinkedIn,https://www.linkedin.com/feed/update/urn:li:activity:7326178069629517825/?midToken=AQHi0S0kLGRhvg&midSig=2ZSqb3EQoYjHM1&trk=eml-email_groups_recommended_by_admin_01-update~card-0-thumbnail~overlay~image&trkEmail=eml-email_groups_recommended_by_admin_01-update~card-0-thumbnail~overlay~image-null-ikihdm~maliracv~f3-null-null&eid=ikihdm-maliracv-f3,OTHER > Other Bookmarks,13391719860854761
Videos - Dropbox,https://www.dropbox.com/scl/fo/qbsg1zkodw06c6zaywuy3/AGZf82QBL6EJGHhz1j_-YRM?rlkey=85psgng0ph5zmees7fqz414p6&e=1&st=kmpcpl89&dl=0,OTHER > Other Bookmarks,13391768317510540
MPI - C++ Examples,https://people.math.sc.edu/Burkardt/cpp_src/mpi/mpi.html,OTHER > Other Bookmarks,13391825621478364
Atomics in C++ — What is a std::atomic? | by Ryonald Teofilo | Medium,https://ryonaldteofilo.medium.com/atomics-in-c-what-is-a-std-atomic-and-what-can-be-made-atomic-part-1-a8923de1384d,OTHER > Other Bookmarks,13391831493374354
(639) Parallel C++: MPI Gaussian Elimination - YouTube,https://www.youtube.com/watch?v=HeqlFd9auWA,OTHER > Other Bookmarks,13392008212111873
parallel_cpp/023_mpi_gaussian_elimination/1_mpi.cpp at main · CoffeeBeforeArch/parallel_cpp,https://github.com/CoffeeBeforeArch/parallel_cpp/blob/main/023_mpi_gaussian_elimination/1_mpi.cpp,OTHER > Other Bookmarks,13392063416198974
Datadog Developer Hub | Datadog,https://devhub.datadoghq.com/,OTHER > Other Bookmarks,13392324290696602
How to Create Meta Resume | Avoid Common Mistakes,https://jonesposts.com/how-to-create-meta-resume/#google_vignette,OTHER > Other Bookmarks,13392395575716900
How to Create a Perfect Microsoft Resume,https://jonesposts.com/how-to-create-a-perfect-microsoft-resume/,OTHER > Other Bookmarks,13392395577227355
"Automating EC2 Deployments with AWS CodePipeline and GitHub Integration | by Pavan Kumar Srinivasulu | May, 2025 | Medium",https://medium.com/@pavankumarrs099/automating-ec2-deployments-with-aws-codepipeline-and-github-integration-d4e31d08ff31,OTHER > Other Bookmarks,13392563757543072
DataDog | SDE-2 | New York | Rejected - LeetCode Discuss,https://leetcode.com/company/datadog/discuss/5154052/DataDog-or-SDE-2-or-New-York-or-Rejected,OTHER > Other Bookmarks,13392608711214218
Initial Coding Screen- Discuss - LeetCode,https://leetcode.com/discuss/post/6638608/initial-coding-screen-by-gege96-pctl/,OTHER > Other Bookmarks,13392613909193737
tsuyoshiwada/react-stack-grid,https://github.com/tsuyoshiwada/react-stack-grid,OTHER > Other Bookmarks,13394227318818625
OpenTelemetry,https://opentelemetry.io/,OTHER > Other Bookmarks,13394651797976914
Operational Transformations as an algorithm for automatic conflict resolution | by Anton Zagorskii | Coinmonks | Medium,https://medium.com/coinmonks/operational-transformations-as-an-algorithm-for-automatic-conflict-resolution-3bf8920ea447,OTHER > Other Bookmarks,13395099467662084
Natural Language Processing with BERT: A Hands-On Guide | DataCamp,https://www.datacamp.com/tutorial/tutorial-natural-language-processing,OTHER > Other Bookmarks,13395201011234686
Industry Coding Framework,https://discover.codesignal.com/rs/659-AFH-023/images/Industry-Coding-Skills-Evaluation-Framework-CodeSignal-Skills-Evaluation-Lab-Short.pdf,OTHER > Other Bookmarks,13398446772261741
A++ Coding Bootcamp,https://aonecode.com/all-interview-questions,OTHER > Other Bookmarks,13398886182282193
(1300) How To Read A Stock Chart | Investing For Complete Beginners - YouTube,https://www.youtube.com/watch?v=8i6n5z9OXzM,OTHER > Other Bookmarks,13407354234180076
Online Event Page | Eventbrite,https://www.eventbrite.com/x/1854182171789/?keep_tld=1,OTHER > Other Bookmarks,13407385713185290
NASDAQ 100,https://www.cnbc.com/nasdaq-100/,OTHER > Other Bookmarks,13407977603632954
Centroid Update Approach to K-Means Clustering,file:///Users/crosvelucero/Downloads/aece_2017_4_1.pdf,OTHER > Other Bookmarks,13411674259815439
Crystal Sawyer | The City College of New York,https://www.ccny.cuny.edu/profiles/crystal-sawyer?srsltid=AfmBOopJT35Jv_yCBkoPre6pNDTz4qnkwjop8hKEOhDozfRTRysTtPuO,OTHER > Other Bookmarks,13412895382808573
Google Gemini,https://gemini.google.com/app/94a0ac7ef86007ea,OTHER > Other Bookmarks,13413745921116490
umix program - Google Search,https://www.google.com/search?q=umix+program&client=tablet-android-samsung-rvo1&sxsrf=AB5stBg8OEVFqxSPpwxkTfpYUom1M1ccNg%3A1689691893945&ei=9aa2ZManOeqdptQP06aUsAM&oq=umix+progr&gs_lp=EhNtb2JpbGUtZ3dzLXdpei1zZXJwIgp1bWl4IHByb2dyKgIIADIFECEYoAEyBRAhGKABMgUQIRigAUjndVC_HViPbHADeAGQAQCYAb0BoAH2C6oBBDAuMTC4AQHIAQD4AQGoAg_CAgoQABhHGNYEGLADwgIKEAAYigUYsAMYQ8ICBxAjGOoCGCfCAg0QLhjHARjRAxjqAhgnwgIKEC4Y5QQY6gIYJ8ICBxAjGIoFGCfCAgQQIxgnwgIIEAAYigUYkQLCAgsQABiABBixAxiDAcICERAuGIAEGLEDGIMBGMcBGNEDwgINEAAYigUYkQIYRhj5AcICBxAAGIoFGEPCAg0QLhiKBRjHARjRAxhDwgIKEAAYigUYsQMYQ8ICCBAAGIAEGLEDwgILEC4YrwEYxwEYgATCAgcQLhiABBgKwgIFEAAYgATCAg0QLhiABBixAxiDARgKwgIHEAAYgAQYCsICCxAuGIAEGMcBGK8BwgIIEAAYFhgeGArCAgYQABgWGB7CAgsQABgWGB4Y8QQYCsICCRAAGBYYHhjJA8ICCBAAGIoFGIYDwgIHEC4YDRiABMICBxAAGA0YgATiAwQYACBBiAYBkAYR&sclient=mobile-gws-wiz-serp,SYNCED > Mobile Bookmarks,13334341050928160
